Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2022;20.777
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2021;20.094
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2020;19.350
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2019;18.994
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2018;18.266
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2017;17.495
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2016;16.831
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2015;16.412
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2023;19.250
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2019;16.450
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2018;15.750
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2017;15.050
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2016;14.350
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2015;14.350
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2023;18.016
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2022;16.948
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2021;16.326
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2020;15.512
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2019;15.144
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2018;14.548
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2017;13.923
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2016;13.330
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2015;12.950
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2023;46.318
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2022;43.564
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2021;42.006
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2020;40.061
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2019;39.359
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2018;37.767
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2017;35.760
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2016;34.441
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2015;33.463
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2023;14.559
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2022;13.673
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2021;13.086
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2020;12.491
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2019;12.432
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2018;12.011
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2017;11.506
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2016;11.119
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2015;10.817
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2023;37.029
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2022;34.872
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2021;33.304
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2020;31.975
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2019;32.054
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2018;30.952
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2017;29.703
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2016;29.022
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2015;28.105
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2023;21.537
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2022;20.488
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2021;19.623
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2020;18.723
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2019;18.741
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2018;18.121
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2017;17.385
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2016;16.815
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2015;16.388
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2023;19.250
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2022;17.850
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2021;17.150
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2020;16.450
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2019;16.450
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2018;15.750
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2017;15.050
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2016;14.350
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2015;14.350
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2023;17.831
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2022;16.682
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2021;15.865
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2020;15.002
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2019;14.932
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2018;14.418
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2017;13.779
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2016;13.263
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2015;12.898
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2023;45.349
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2022;42.546
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2021;40.378
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2020;38.403
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2019;38.502
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2018;37.155
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2017;35.572
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2016;34.619
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2015;33.511
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2023;12.313
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2022;11.378
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2021;10.770
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2020;10.236
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2019;10.177
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2018;9.736
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2017;9.313
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2016;8.814
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2015;8.695
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2023;31.507
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2022;28.965
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2021;27.380
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2020;26.274
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2019;26.293
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2018;25.161
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2017;24.112
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2016;23.165
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2015;22.536
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Media de la renta por unidad de consumo;2023;18.211
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Media de la renta por unidad de consumo;2022;17.303
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Media de la renta por unidad de consumo;2021;16.321
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Media de la renta por unidad de consumo;2020;15.545
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Media de la renta por unidad de consumo;2019;15.491
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Media de la renta por unidad de consumo;2018;14.835
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Media de la renta por unidad de consumo;2017;14.172
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Media de la renta por unidad de consumo;2016;13.506
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Media de la renta por unidad de consumo;2015;13.217
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Mediana de la renta por unidad de consumo;2023;15.750
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Mediana de la renta por unidad de consumo;2022;15.050
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por persona;2023;14.770
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por persona;2022;13.649
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por persona;2021;12.813
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por persona;2020;12.070
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por persona;2019;12.019
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por persona;2018;11.496
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por persona;2017;10.968
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por persona;2016;10.348
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por persona;2015;10.174
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por hogar;2023;37.794
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por hogar;2022;34.746
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por hogar;2021;32.573
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por hogar;2020;30.983
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por hogar;2019;31.051
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por hogar;2018;29.710
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por hogar;2017;28.397
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por hogar;2016;27.197
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta bruta media por hogar;2015;26.370
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por persona;2023;14.029
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por persona;2022;13.305
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por persona;2021;12.680
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por persona;2020;12.079
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por persona;2019;11.987
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por persona;2018;11.461
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por persona;2017;10.958
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por persona;2016;10.504
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por persona;2015;10.136
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por hogar;2023;34.497
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por hogar;2022;32.694
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por hogar;2021;31.163
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por hogar;2020;29.875
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por hogar;2019;29.847
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por hogar;2018;28.557
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por hogar;2017;27.398
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por hogar;2016;26.457
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta neta media por hogar;2015;25.493
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Media de la renta por unidad de consumo;2023;20.572
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Media de la renta por unidad de consumo;2022;19.756
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Media de la renta por unidad de consumo;2021;18.833
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Media de la renta por unidad de consumo;2020;17.995
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Media de la renta por unidad de consumo;2019;17.877
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Media de la renta por unidad de consumo;2018;17.144
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Media de la renta por unidad de consumo;2017;16.408
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Media de la renta por unidad de consumo;2016;15.722
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Media de la renta por unidad de consumo;2015;15.169
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Mediana de la renta por unidad de consumo;2023;18.550
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Mediana de la renta por unidad de consumo;2022;17.850
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Mediana de la renta por unidad de consumo;2021;16.450
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Mediana de la renta por unidad de consumo;2020;15.750
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Mediana de la renta por unidad de consumo;2019;15.750
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Mediana de la renta por unidad de consumo;2018;15.050
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Mediana de la renta por unidad de consumo;2017;14.350
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Mediana de la renta por unidad de consumo;2016;13.650
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Mediana de la renta por unidad de consumo;2015;12.950
Total Nacional;Comunitat Valenciana;Castellón/Castelló;;Renta bruta media por persona;2023;17.022
