Provincias;Naturaleza de la finca;Número e importe;Periodo;Total
36 Pontevedra;Viviendas;Importe de hipotecas;2022M05;66.647
36 Pontevedra;Viviendas;Importe de hipotecas;2022M04;47.140
36 Pontevedra;Viviendas;Importe de hipotecas;2022M03;53.348
36 Pontevedra;Viviendas;Importe de hipotecas;2022M02;51.986
36 Pontevedra;Viviendas;Importe de hipotecas;2022M01;67.815
36 Pontevedra;Viviendas;Importe de hipotecas;2021M12;40.141
36 Pontevedra;Viviendas;Importe de hipotecas;2021M11;56.394
36 Pontevedra;Viviendas;Importe de hipotecas;2021M10;52.434
36 Pontevedra;Viviendas;Importe de hipotecas;2021M09;49.944
36 Pontevedra;Viviendas;Importe de hipotecas;2021M08;60.502
36 Pontevedra;Viviendas;Importe de hipotecas;2021M07;64.063
36 Pontevedra;Viviendas;Importe de hipotecas;2021M06;44.521
36 Pontevedra;Viviendas;Importe de hipotecas;2021M05;56.186
36 Pontevedra;Viviendas;Importe de hipotecas;2021M04;42.270
36 Pontevedra;Viviendas;Importe de hipotecas;2021M03;74.159
36 Pontevedra;Viviendas;Importe de hipotecas;2021M02;47.141
36 Pontevedra;Viviendas;Importe de hipotecas;2021M01;43.899
36 Pontevedra;Viviendas;Importe de hipotecas;2020M12;46.055
36 Pontevedra;Viviendas;Importe de hipotecas;2020M11;37.339
36 Pontevedra;Viviendas;Importe de hipotecas;2020M10;34.468
36 Pontevedra;Viviendas;Importe de hipotecas;2020M09;37.445
36 Pontevedra;Viviendas;Importe de hipotecas;2020M08;40.359
36 Pontevedra;Viviendas;Importe de hipotecas;2020M07;33.612
36 Pontevedra;Viviendas;Importe de hipotecas;2020M06;31.382
36 Pontevedra;Viviendas;Importe de hipotecas;2020M05;43.433
36 Pontevedra;Viviendas;Importe de hipotecas;2020M04;37.806
36 Pontevedra;Viviendas;Importe de hipotecas;2020M03;30.297
36 Pontevedra;Viviendas;Importe de hipotecas;2020M02;40.276
36 Pontevedra;Viviendas;Importe de hipotecas;2020M01;44.285
36 Pontevedra;Viviendas;Importe de hipotecas;2019M12;31.658
36 Pontevedra;Viviendas;Importe de hipotecas;2019M11;28.685
36 Pontevedra;Viviendas;Importe de hipotecas;2019M10;29.746
36 Pontevedra;Viviendas;Importe de hipotecas;2019M09;23.833
36 Pontevedra;Viviendas;Importe de hipotecas;2019M08;34.219
36 Pontevedra;Viviendas;Importe de hipotecas;2019M07;46.494
36 Pontevedra;Viviendas;Importe de hipotecas;2019M06;40.287
36 Pontevedra;Viviendas;Importe de hipotecas;2019M05;42.521
36 Pontevedra;Viviendas;Importe de hipotecas;2019M04;31.941
36 Pontevedra;Viviendas;Importe de hipotecas;2019M03;34.674
36 Pontevedra;Viviendas;Importe de hipotecas;2019M02;40.296
36 Pontevedra;Viviendas;Importe de hipotecas;2019M01;37.863
36 Pontevedra;Viviendas;Importe de hipotecas;2018M12;28.170
36 Pontevedra;Viviendas;Importe de hipotecas;2018M11;35.792
36 Pontevedra;Viviendas;Importe de hipotecas;2018M10;37.881
36 Pontevedra;Viviendas;Importe de hipotecas;2018M09;39.902
36 Pontevedra;Viviendas;Importe de hipotecas;2018M08;30.591
36 Pontevedra;Viviendas;Importe de hipotecas;2018M07;39.060
36 Pontevedra;Viviendas;Importe de hipotecas;2018M06;32.068
36 Pontevedra;Viviendas;Importe de hipotecas;2018M05;48.450
36 Pontevedra;Viviendas;Importe de hipotecas;2018M04;28.991
36 Pontevedra;Viviendas;Importe de hipotecas;2018M03;30.619
36 Pontevedra;Viviendas;Importe de hipotecas;2018M02;34.291
36 Pontevedra;Viviendas;Importe de hipotecas;2018M01;43.065
36 Pontevedra;Viviendas;Importe de hipotecas;2017M12;27.428
36 Pontevedra;Viviendas;Importe de hipotecas;2017M11;34.072
36 Pontevedra;Viviendas;Importe de hipotecas;2017M10;30.407
36 Pontevedra;Viviendas;Importe de hipotecas;2017M09;33.765
36 Pontevedra;Viviendas;Importe de hipotecas;2017M08;34.636
36 Pontevedra;Viviendas;Importe de hipotecas;2017M07;31.367
36 Pontevedra;Viviendas;Importe de hipotecas;2017M06;35.746
36 Pontevedra;Viviendas;Importe de hipotecas;2017M05;38.248
36 Pontevedra;Viviendas;Importe de hipotecas;2017M04;24.069
36 Pontevedra;Viviendas;Importe de hipotecas;2017M03;37.611
36 Pontevedra;Viviendas;Importe de hipotecas;2017M02;31.311
36 Pontevedra;Viviendas;Importe de hipotecas;2017M01;38.697
36 Pontevedra;Viviendas;Importe de hipotecas;2016M12;30.902
36 Pontevedra;Viviendas;Importe de hipotecas;2016M11;40.212
36 Pontevedra;Viviendas;Importe de hipotecas;2016M10;34.401
36 Pontevedra;Viviendas;Importe de hipotecas;2016M09;32.235
36 Pontevedra;Viviendas;Importe de hipotecas;2016M08;26.560
36 Pontevedra;Viviendas;Importe de hipotecas;2016M07;20.760
36 Pontevedra;Viviendas;Importe de hipotecas;2016M06;32.315
36 Pontevedra;Viviendas;Importe de hipotecas;2016M05;28.767
36 Pontevedra;Viviendas;Importe de hipotecas;2016M04;25.818
36 Pontevedra;Viviendas;Importe de hipotecas;2016M03;27.655
36 Pontevedra;Viviendas;Importe de hipotecas;2016M02;29.771
36 Pontevedra;Viviendas;Importe de hipotecas;2016M01;25.383
36 Pontevedra;Viviendas;Importe de hipotecas;2015M12;33.596
36 Pontevedra;Viviendas;Importe de hipotecas;2015M11;28.337
36 Pontevedra;Viviendas;Importe de hipotecas;2015M10;27.312
36 Pontevedra;Viviendas;Importe de hipotecas;2015M09;26.686
36 Pontevedra;Viviendas;Importe de hipotecas;2015M08;34.037
36 Pontevedra;Viviendas;Importe de hipotecas;2015M07;28.076
36 Pontevedra;Viviendas;Importe de hipotecas;2015M06;29.098
36 Pontevedra;Viviendas;Importe de hipotecas;2015M05;23.504
36 Pontevedra;Viviendas;Importe de hipotecas;2015M04;24.374
36 Pontevedra;Viviendas;Importe de hipotecas;2015M03;26.770
36 Pontevedra;Viviendas;Importe de hipotecas;2015M02;24.150
36 Pontevedra;Viviendas;Importe de hipotecas;2015M01;24.915
36 Pontevedra;Viviendas;Importe de hipotecas;2014M12;16.961
36 Pontevedra;Viviendas;Importe de hipotecas;2014M11;29.456
36 Pontevedra;Viviendas;Importe de hipotecas;2014M10;25.033
36 Pontevedra;Viviendas;Importe de hipotecas;2014M09;26.229
36 Pontevedra;Viviendas;Importe de hipotecas;2014M08;27.453
36 Pontevedra;Viviendas;Importe de hipotecas;2014M07;21.293
36 Pontevedra;Viviendas;Importe de hipotecas;2014M06;20.304
36 Pontevedra;Viviendas;Importe de hipotecas;2014M05;18.645
36 Pontevedra;Viviendas;Importe de hipotecas;2014M04;22.815
36 Pontevedra;Viviendas;Importe de hipotecas;2014M03;17.396
36 Pontevedra;Viviendas;Importe de hipotecas;2014M02;16.302
36 Pontevedra;Viviendas;Importe de hipotecas;2014M01;24.107
36 Pontevedra;Viviendas;Importe de hipotecas;2013M12;21.627
36 Pontevedra;Viviendas;Importe de hipotecas;2013M11;38.232
36 Pontevedra;Viviendas;Importe de hipotecas;2013M10;33.918
36 Pontevedra;Viviendas;Importe de hipotecas;2013M09;19.380
36 Pontevedra;Viviendas;Importe de hipotecas;2013M08;18.169
36 Pontevedra;Viviendas;Importe de hipotecas;2013M07;22.363
36 Pontevedra;Viviendas;Importe de hipotecas;2013M06;11.465
36 Pontevedra;Viviendas;Importe de hipotecas;2013M05;18.695
36 Pontevedra;Viviendas;Importe de hipotecas;2013M04;16.421
36 Pontevedra;Viviendas;Importe de hipotecas;2013M03;18.098
36 Pontevedra;Viviendas;Importe de hipotecas;2013M02;38.388
36 Pontevedra;Viviendas;Importe de hipotecas;2013M01;33.907
36 Pontevedra;Viviendas;Importe de hipotecas;2012M12;34.397
36 Pontevedra;Viviendas;Importe de hipotecas;2012M11;40.581
36 Pontevedra;Viviendas;Importe de hipotecas;2012M10;24.777
36 Pontevedra;Viviendas;Importe de hipotecas;2012M09;40.181
36 Pontevedra;Viviendas;Importe de hipotecas;2012M08;67.270
36 Pontevedra;Viviendas;Importe de hipotecas;2012M07;33.379
36 Pontevedra;Viviendas;Importe de hipotecas;2012M06;30.074
36 Pontevedra;Viviendas;Importe de hipotecas;2012M05;36.201
36 Pontevedra;Viviendas;Importe de hipotecas;2012M04;27.437
36 Pontevedra;Viviendas;Importe de hipotecas;2012M03;35.017
36 Pontevedra;Viviendas;Importe de hipotecas;2012M02;35.356
36 Pontevedra;Viviendas;Importe de hipotecas;2012M01;40.872
36 Pontevedra;Viviendas;Importe de hipotecas;2011M12;45.522
36 Pontevedra;Viviendas;Importe de hipotecas;2011M11;71.487
36 Pontevedra;Viviendas;Importe de hipotecas;2011M10;55.725
36 Pontevedra;Viviendas;Importe de hipotecas;2011M09;51.796
36 Pontevedra;Viviendas;Importe de hipotecas;2011M08;62.212
36 Pontevedra;Viviendas;Importe de hipotecas;2011M07;68.134
36 Pontevedra;Viviendas;Importe de hipotecas;2011M06;60.181
36 Pontevedra;Viviendas;Importe de hipotecas;2011M05;71.796
36 Pontevedra;Viviendas;Importe de hipotecas;2011M04;86.015
36 Pontevedra;Viviendas;Importe de hipotecas;2011M03;93.051
36 Pontevedra;Viviendas;Importe de hipotecas;2011M02;85.489
36 Pontevedra;Viviendas;Importe de hipotecas;2011M01;147.562
36 Pontevedra;Viviendas;Importe de hipotecas;2010M12;129.135
36 Pontevedra;Viviendas;Importe de hipotecas;2010M11;102.677
36 Pontevedra;Viviendas;Importe de hipotecas;2010M10;93.385
36 Pontevedra;Viviendas;Importe de hipotecas;2010M09;96.091
36 Pontevedra;Viviendas;Importe de hipotecas;2010M08;75.910
36 Pontevedra;Viviendas;Importe de hipotecas;2010M07;113.287
36 Pontevedra;Viviendas;Importe de hipotecas;2010M06;113.371
36 Pontevedra;Viviendas;Importe de hipotecas;2010M05;107.046
36 Pontevedra;Viviendas;Importe de hipotecas;2010M04;104.114
36 Pontevedra;Viviendas;Importe de hipotecas;2010M03;103.074
36 Pontevedra;Viviendas;Importe de hipotecas;2010M02;92.390
36 Pontevedra;Viviendas;Importe de hipotecas;2010M01;147.678
36 Pontevedra;Viviendas;Importe de hipotecas;2009M12;106.239
36 Pontevedra;Viviendas;Importe de hipotecas;2009M11;99.580
36 Pontevedra;Viviendas;Importe de hipotecas;2009M10;97.300
36 Pontevedra;Viviendas;Importe de hipotecas;2009M09;114.067
36 Pontevedra;Viviendas;Importe de hipotecas;2009M08;128.472
36 Pontevedra;Viviendas;Importe de hipotecas;2009M07;129.645
36 Pontevedra;Viviendas;Importe de hipotecas;2009M06;118.437
36 Pontevedra;Viviendas;Importe de hipotecas;2009M05;110.515
36 Pontevedra;Viviendas;Importe de hipotecas;2009M04;122.239
36 Pontevedra;Viviendas;Importe de hipotecas;2009M03;158.455
36 Pontevedra;Viviendas;Importe de hipotecas;2009M02;108.371
36 Pontevedra;Viviendas;Importe de hipotecas;2009M01;129.482
36 Pontevedra;Viviendas;Importe de hipotecas;2008M12;81.980
36 Pontevedra;Viviendas;Importe de hipotecas;2008M11;121.561
36 Pontevedra;Viviendas;Importe de hipotecas;2008M10;138.058
36 Pontevedra;Viviendas;Importe de hipotecas;2008M09;137.455
36 Pontevedra;Viviendas;Importe de hipotecas;2008M08;95.159
36 Pontevedra;Viviendas;Importe de hipotecas;2008M07;146.774
36 Pontevedra;Viviendas;Importe de hipotecas;2008M06;176.386
36 Pontevedra;Viviendas;Importe de hipotecas;2008M05;161.727
36 Pontevedra;Viviendas;Importe de hipotecas;2008M04;151.418
36 Pontevedra;Viviendas;Importe de hipotecas;2008M03;146.589
36 Pontevedra;Viviendas;Importe de hipotecas;2008M02;163.706
36 Pontevedra;Viviendas;Importe de hipotecas;2008M01;156.951
36 Pontevedra;Viviendas;Importe de hipotecas;2007M12;160.973
36 Pontevedra;Viviendas;Importe de hipotecas;2007M11;146.684
36 Pontevedra;Viviendas;Importe de hipotecas;2007M10;191.766
36 Pontevedra;Viviendas;Importe de hipotecas;2007M09;188.162
36 Pontevedra;Viviendas;Importe de hipotecas;2007M08;160.905
36 Pontevedra;Viviendas;Importe de hipotecas;2007M07;193.434
36 Pontevedra;Viviendas;Importe de hipotecas;2007M06;218.885
36 Pontevedra;Viviendas;Importe de hipotecas;2007M05;214.756
36 Pontevedra;Viviendas;Importe de hipotecas;2007M04;163.445
36 Pontevedra;Viviendas;Importe de hipotecas;2007M03;179.441
36 Pontevedra;Viviendas;Importe de hipotecas;2007M02;176.102
36 Pontevedra;Viviendas;Importe de hipotecas;2007M01;187.211
36 Pontevedra;Viviendas;Importe de hipotecas;2006M12;158.787
36 Pontevedra;Viviendas;Importe de hipotecas;2006M11;211.852
36 Pontevedra;Viviendas;Importe de hipotecas;2006M10;151.462
36 Pontevedra;Viviendas;Importe de hipotecas;2006M09;172.727
36 Pontevedra;Viviendas;Importe de hipotecas;2006M08;159.366
36 Pontevedra;Viviendas;Importe de hipotecas;2006M07;157.933
36 Pontevedra;Viviendas;Importe de hipotecas;2006M06;193.941
36 Pontevedra;Viviendas;Importe de hipotecas;2006M05;180.819
36 Pontevedra;Viviendas;Importe de hipotecas;2006M04;158.129
36 Pontevedra;Viviendas;Importe de hipotecas;2006M03;170.593
36 Pontevedra;Viviendas;Importe de hipotecas;2006M02;146.969
36 Pontevedra;Viviendas;Importe de hipotecas;2006M01;208.030
36 Pontevedra;Viviendas;Importe de hipotecas;2005M12;151.226
36 Pontevedra;Viviendas;Importe de hipotecas;2005M11;168.496
36 Pontevedra;Viviendas;Importe de hipotecas;2005M10;136.344
36 Pontevedra;Viviendas;Importe de hipotecas;2005M09;223.993
36 Pontevedra;Viviendas;Importe de hipotecas;2005M08;148.301
36 Pontevedra;Viviendas;Importe de hipotecas;2005M07;143.538
36 Pontevedra;Viviendas;Importe de hipotecas;2005M06;154.368
36 Pontevedra;Viviendas;Importe de hipotecas;2005M05;146.488
36 Pontevedra;Viviendas;Importe de hipotecas;2005M04;136.550
36 Pontevedra;Viviendas;Importe de hipotecas;2005M03;126.935
36 Pontevedra;Viviendas;Importe de hipotecas;2005M02;132.563
36 Pontevedra;Viviendas;Importe de hipotecas;2005M01;130.951
36 Pontevedra;Viviendas;Importe de hipotecas;2004M12;134.478
36 Pontevedra;Viviendas;Importe de hipotecas;2004M11;123.148
36 Pontevedra;Viviendas;Importe de hipotecas;2004M10;147.332
36 Pontevedra;Viviendas;Importe de hipotecas;2004M09;121.717
36 Pontevedra;Viviendas;Importe de hipotecas;2004M08;121.463
36 Pontevedra;Viviendas;Importe de hipotecas;2004M07;142.256
36 Pontevedra;Viviendas;Importe de hipotecas;2004M06;152.212
36 Pontevedra;Viviendas;Importe de hipotecas;2004M05;143.637
36 Pontevedra;Viviendas;Importe de hipotecas;2004M04;112.852
36 Pontevedra;Viviendas;Importe de hipotecas;2004M03;178.882
36 Pontevedra;Viviendas;Importe de hipotecas;2004M02;143.660
36 Pontevedra;Viviendas;Importe de hipotecas;2004M01;140.725
36 Pontevedra;Viviendas;Importe de hipotecas;2003M12;115.345
36 Pontevedra;Viviendas;Importe de hipotecas;2003M11;114.320
36 Pontevedra;Viviendas;Importe de hipotecas;2003M10;119.482
36 Pontevedra;Viviendas;Importe de hipotecas;2003M09;103.004
36 Pontevedra;Viviendas;Importe de hipotecas;2003M08;95.284
36 Pontevedra;Viviendas;Importe de hipotecas;2003M07;97.927
36 Pontevedra;Viviendas;Importe de hipotecas;2003M06;97.558
36 Pontevedra;Viviendas;Importe de hipotecas;2003M05;118.274
36 Pontevedra;Viviendas;Importe de hipotecas;2003M04;91.301
36 Pontevedra;Viviendas;Importe de hipotecas;2003M03;100.903
36 Pontevedra;Viviendas;Importe de hipotecas;2003M02;73.201
36 Pontevedra;Viviendas;Importe de hipotecas;2003M01;82.238
26 Rioja, La;Viviendas;Número de hipotecas;2026M02;283
26 Rioja, La;Viviendas;Número de hipotecas;2026M01;227
26 Rioja, La;Viviendas;Número de hipotecas;2025M12;253
26 Rioja, La;Viviendas;Número de hipotecas;2025M11;290
26 Rioja, La;Viviendas;Número de hipotecas;2025M10;319
26 Rioja, La;Viviendas;Número de hipotecas;2025M09;332
26 Rioja, La;Viviendas;Número de hipotecas;2025M08;213
26 Rioja, La;Viviendas;Número de hipotecas;2025M07;290
26 Rioja, La;Viviendas;Número de hipotecas;2025M06;257
26 Rioja, La;Viviendas;Número de hipotecas;2025M05;310
26 Rioja, La;Viviendas;Número de hipotecas;2025M04;263
26 Rioja, La;Viviendas;Número de hipotecas;2025M03;273
26 Rioja, La;Viviendas;Número de hipotecas;2025M02;297
26 Rioja, La;Viviendas;Número de hipotecas;2025M01;282
26 Rioja, La;Viviendas;Número de hipotecas;2024M12;187
26 Rioja, La;Viviendas;Número de hipotecas;2024M11;274
26 Rioja, La;Viviendas;Número de hipotecas;2024M10;328
26 Rioja, La;Viviendas;Número de hipotecas;2024M09;248
26 Rioja, La;Viviendas;Número de hipotecas;2024M08;154
26 Rioja, La;Viviendas;Número de hipotecas;2024M07;200
26 Rioja, La;Viviendas;Número de hipotecas;2024M06;184
26 Rioja, La;Viviendas;Número de hipotecas;2024M05;155
26 Rioja, La;Viviendas;Número de hipotecas;2024M04;181
26 Rioja, La;Viviendas;Número de hipotecas;2024M03;192
26 Rioja, La;Viviendas;Número de hipotecas;2024M02;195
26 Rioja, La;Viviendas;Número de hipotecas;2024M01;170
26 Rioja, La;Viviendas;Número de hipotecas;2023M12;112
26 Rioja, La;Viviendas;Número de hipotecas;2023M11;145
26 Rioja, La;Viviendas;Número de hipotecas;2023M10;182
26 Rioja, La;Viviendas;Número de hipotecas;2023M09;165
26 Rioja, La;Viviendas;Número de hipotecas;2023M08;151
26 Rioja, La;Viviendas;Número de hipotecas;2023M07;158
26 Rioja, La;Viviendas;Número de hipotecas;2023M06;188
26 Rioja, La;Viviendas;Número de hipotecas;2023M05;186
26 Rioja, La;Viviendas;Número de hipotecas;2023M04;143
26 Rioja, La;Viviendas;Número de hipotecas;2023M03;254
26 Rioja, La;Viviendas;Número de hipotecas;2023M02;203
26 Rioja, La;Viviendas;Número de hipotecas;2023M01;186
26 Rioja, La;Viviendas;Número de hipotecas;2022M12;171
26 Rioja, La;Viviendas;Número de hipotecas;2022M11;311
26 Rioja, La;Viviendas;Número de hipotecas;2022M10;253
26 Rioja, La;Viviendas;Número de hipotecas;2022M09;229
26 Rioja, La;Viviendas;Número de hipotecas;2022M08;211
26 Rioja, La;Viviendas;Número de hipotecas;2022M07;205
26 Rioja, La;Viviendas;Número de hipotecas;2022M06;533
26 Rioja, La;Viviendas;Número de hipotecas;2022M05;264
26 Rioja, La;Viviendas;Número de hipotecas;2022M04;207
26 Rioja, La;Viviendas;Número de hipotecas;2022M03;315
26 Rioja, La;Viviendas;Número de hipotecas;2022M02;305
26 Rioja, La;Viviendas;Número de hipotecas;2022M01;245
26 Rioja, La;Viviendas;Número de hipotecas;2021M12;178
26 Rioja, La;Viviendas;Número de hipotecas;2021M11;218
26 Rioja, La;Viviendas;Número de hipotecas;2021M10;244
26 Rioja, La;Viviendas;Número de hipotecas;2021M09;249
26 Rioja, La;Viviendas;Número de hipotecas;2021M08;232
26 Rioja, La;Viviendas;Número de hipotecas;2021M07;235
26 Rioja, La;Viviendas;Número de hipotecas;2021M06;172
26 Rioja, La;Viviendas;Número de hipotecas;2021M05;209
26 Rioja, La;Viviendas;Número de hipotecas;2021M04;214
26 Rioja, La;Viviendas;Número de hipotecas;2021M03;203
26 Rioja, La;Viviendas;Número de hipotecas;2021M02;215
26 Rioja, La;Viviendas;Número de hipotecas;2021M01;154
26 Rioja, La;Viviendas;Número de hipotecas;2020M12;123
26 Rioja, La;Viviendas;Número de hipotecas;2020M11;197
26 Rioja, La;Viviendas;Número de hipotecas;2020M10;179
26 Rioja, La;Viviendas;Número de hipotecas;2020M09;148
26 Rioja, La;Viviendas;Número de hipotecas;2020M08;165
26 Rioja, La;Viviendas;Número de hipotecas;2020M07;202
26 Rioja, La;Viviendas;Número de hipotecas;2020M06;134
26 Rioja, La;Viviendas;Número de hipotecas;2020M05;124
26 Rioja, La;Viviendas;Número de hipotecas;2020M04;180
26 Rioja, La;Viviendas;Número de hipotecas;2020M03;254
26 Rioja, La;Viviendas;Número de hipotecas;2020M02;176
26 Rioja, La;Viviendas;Número de hipotecas;2020M01;238
26 Rioja, La;Viviendas;Número de hipotecas;2019M12;122
26 Rioja, La;Viviendas;Número de hipotecas;2019M11;209
26 Rioja, La;Viviendas;Número de hipotecas;2019M10;186
26 Rioja, La;Viviendas;Número de hipotecas;2019M09;82
26 Rioja, La;Viviendas;Número de hipotecas;2019M08;74
26 Rioja, La;Viviendas;Número de hipotecas;2019M07;269
26 Rioja, La;Viviendas;Número de hipotecas;2019M06;150
26 Rioja, La;Viviendas;Número de hipotecas;2019M05;211
26 Rioja, La;Viviendas;Número de hipotecas;2019M04;191
26 Rioja, La;Viviendas;Número de hipotecas;2019M03;201
26 Rioja, La;Viviendas;Número de hipotecas;2019M02;241
26 Rioja, La;Viviendas;Número de hipotecas;2019M01;253
26 Rioja, La;Viviendas;Número de hipotecas;2018M12;134
26 Rioja, La;Viviendas;Número de hipotecas;2018M11;179
26 Rioja, La;Viviendas;Número de hipotecas;2018M10;182
26 Rioja, La;Viviendas;Número de hipotecas;2018M09;226
26 Rioja, La;Viviendas;Número de hipotecas;2018M08;192
